Country,Channel,Category,Market,Product,Week,Date,Spend,CPC,CTR,Clicks,Impressions,Conversions
UK,Online Video,C1,M3,P3,1,2024-01-01,579.9260622565682,2.127961345733154,1.5170221768374132,272.5265961336174,17964.575620230065,9.543576154255137
UK,Online Video,C1,M3,P4,1,2024-01-01,373.6682316390964,2.092823224925973,1.5755207338188135,178.5474411735438,11332.598634914375,6.25253140853694
UK,Online Video,C1,M3,P5,1,2024-01-01,310.1540920976361,2.0919816533470503,1.3390838076045464,148.25851440972602,11071.638202760585,5.191847118261558
UK,Online Video,C2,M1,P1,1,2024-01-01,1339.5883187715347,1.8806908286892232,1.5557776895552642,712.2852402620487,45783.22758090605,24.9434313216898
UK,Online Video,C2,M1,P2,1,2024-01-01,1017.0581115415449,1.8564952567363184,1.6124982185559285,547.8377107892604,33974.46921087925,19.18466302836257
UK,Online Video,C2,M1,P3,1,2024-01-01,666.0958361562697,1.8406409832606978,1.2172824788498953,361.8825410353952,29728.723391903797,12.672721261940092
UK,Online Video,C2,M1,P4,1,2024-01-01,453.2848796103041,1.9493290252835844,1.4005329274940646,232.53379687626676,16603.23669021714,8.143073118040526
UK,Online Video,C2,M1,P5,1,2024-01-01,362.1788816374323,2.037382401625667,1.3079681259522145,177.76676648843278,13591.062577233426,6.225193055455968
UK,Online Video,C2,M2,P1,1,2024-01-01,614.152141801718,2.070575201409776,1.4223069480780062,296.6094355730549,20854.10859968515,10.386930217534466
UK,Online Video,C2,M2,P2,1,2024-01-01,509.47003180974195,1.9928795125362508,1.4778641135370643,255.64517503688,17298.28694635723,8.952407695416822
UK,Online Video,C2,M2,P3,1,2024-01-01,356.27105256935243,1.937479698805608,1.2940716843471787,183.88376032480843,14209.704342427709,6.4394033282909104
UK,Online Video,C2,M2,P4,1,2024-01-01,236.54742130528015,1.8474355649321783,1.5934923010959965,128.04095893540088,8035.241767238845,4.483850970144332
UK,Online Video,C2,M2,P5,1,2024-01-01,203.64761320266774,1.791949037226313,1.3151512384820707,113.6458732765558,8641.277896504458,3.9797511935307592
UK,Online Video,C2,M3,P1,1,2024-01-01,305.95728869987624,1.7717486756957113,1.5211241133574631,172.6866190994816,11352.56601240272,6.047291983894037
UK,Online Video,C2,M3,P2,1,2024-01-01,282.7535104196671,1.7777060310418453,1.5835034992478922,159.05526869026605,10044.516400867546,5.569937360303823
UK,Online Video,C2,M3,P3,1,2024-01-01,178.74214109724147,2.009651719698666,1.6195851580605325,88.94184964748155,5491.643906763767,3.1146439556852643
UK,Online Video,C2,M3,P4,1,2024-01-01,132.05342176626968,2.057464709295748,1.6300781703793392,64.18259383485145,3937.393617136494,2.247602548634234
UK,Online Video,C2,M3,P5,1,2024-01-01,103.4076738127744,1.958571872193986,1.5060903631463076,52.79748743503472,3505.5989153756877,1.8489088743563808
UK,Display,C1,M1,P1,1,2024-01-01,2763.277911422246,1.3002887515141024,0.988555907453046,2125.1263676660947,214972.80544722584,74.41954515622112
UK,Display,C1,M1,P2,1,2024-01-01,1982.092579432302,1.2874777592271254,0.9787896929367188,1539.5159762776445,157287.71843301153,53.912125160417546
UK,Display,C1,M1,P3,1,2024-01-01,1571.7424824019447,1.5445587534468395,0.9455363470367646,1017.599672977439,107621.42313899568,35.63520078915098
UK,Display,C1,M1,P4,1,2024-01-01,990.9950890316394,1.6404122185387706,0.9081295967851357,604.1134526018026,66522.82391636843,21.1553764752141
UK,Display,C1,M1,P5,1,2024-01-01,752.0808021825604,1.2071594827166532,0.8062295954351499,623.0169359975862,77275.37410250022,21.817355290962077
UK,Display,C1,M2,P1,1,2024-01-01,1710.999123181144,1.312004163892161,1.0246017367371418,1304.111046496479,127279.80050565193,45.66850818384861
UK,Display,C1,M2,P2,1,2024-01-01,1190.4350387241561,1.5565407922968366,0.918102573910053,764.7952720645029,83301.7239900942,26.782273821756768
UK,Display,C1,M2,P3,1,2024-01-01,798.9070401627818,1.5236243839890098,0.8838015348742818,524.3464521558514,59328.52925294343,18.362025462312598
UK,Display,C1,M2,P4,1,2024-01-01,635.6355795565095,1.3106909809827458,1.0332593185138486,484.96219839699734,46935.18748947992,16.982833007856343
UK,Display,C1,M2,P5,1,2024-01-01,444.78261342353954,1.4497015714841304,0.9980797728135238,306.8097753168563,30740.00532562432,10.744134690511904
UK,Display,C1,M3,P1,1,2024-01-01,825.3624270955269,1.4635136073445594,1.0729389932088087,563.9595169826182,52562.12334086212,19.749230624088224
UK,Display,C1,M3,P2,1,2024-01-01,487.28412730405944,1.5246229244912533,0.8382843903492531,319.6096027918902,38126.63178169545,11.192370312291077
UK,Display,C1,M3,P3,1,2024-01-01,394.39099884797844,1.4086531700457157,0.9147075645829705,279.97736223117226,30608.401315541578,9.804493637790191
UK,Display,C1,M3,P4,1,2024-01-01,268.3046830491371,1.3821818121852254,0.973215479208048,194.1167802121113,19945.919928243788,6.797752223290504
UK,Display,C1,M3,P5,1,2024-01-01,245.08909327350912,1.3386042618694003,0.9063492876785703,183.09301729790923,20201.154211403955,6.411712393157523
UK,Display,C2,M1,P1,1,2024-01-01,870.0476455162357,1.3072390087830703,0.904414492142616,665.5612628376023,73590.29168814456,23.30720996529318
UK,Display,C2,M1,P2,1,2024-01-01,730.3130942887279,1.2416265111677718,0.9452266083893224,588.190641646219,62227.473965052995,20.597777469831467
UK,Display,C2,M1,P3,1,2024-01-01,484.486120374507,1.4906475243379391,0.8214315316257544,325.0172240346947,39567.17164136975,11.381739151429146
UK,Display,C2,M1,P4,1,2024-01-01,374.5187391891716,1.5013067018431063,0.8116057073176359,249.4618446246772,30736.827301172,8.735874389996434
UK,Display,C2,M1,P5,1,2024-01-01,313.82741427859924,1.5093045632625814,1.0521828933398805,207.92848701140585,19761.62968696355,7.281422725653819
UK,Display,C2,M2,P1,1,2024-01-01,579.7777044797192,1.2014155742089678,0.8022106668925457,482.5788152958268,60156.12048206124,16.899369601152237
UK,Display,C2,M2,P2,1,2024-01-01,357.9067721041916,1.3972138646344439,1.0111273411556674,256.15747249819304,25333.848870649468,8.970347778715244
UK,Display,C2,M2,P3,1,2024-01-01,302.1618412270861,1.2551490142101134,0.9336689308936625,240.73782300441965,25784.067032625484,8.430368924161183
UK,Display,C2,M2,P4,1,2024-01-01,173.76540401817957,1.4369742010678384,1.0908528712803047,120.92451199823333,11085.318211273303,4.23464096915318
UK,Display,C2,M2,P5,1,2024-01-01,135.25401709416585,1.6408828294058435,1.042976567957564,82.42758999625875,7903.110436860027,2.8865218789703913
UK,Display,C2,M3,P1,1,2024-01-01,286.23353874826563,1.4246746549335023,0.919883541396062,200.9115118017073,21840.972553633666,7.035696113145712
UK,Display,C2,M3,P2,1,2024-01-01,192.86637659030995,1.3685924906730844,0.9181489036842705,140.92315857692364,15348.616984831007,4.934971172933323
UK,Display,C2,M3,P3,1,2024-01-01,164.79917113385594,1.566227996577568,0.8385782482031638,105.22042224629216,12547.478124045047,3.6847013353442772
UK,Display,C2,M3,P4,1,2024-01-01,96.47155408976353,1.6356906472101147,0.9093774402169621,58.979095010605114,6485.656274531475,2.0653818479675583
UK,Display,C2,M3,P5,1,2024-01-01,72.14985426136438,1.329205519887958,0.8612543471636113,54.28043532910251,6302.486078342074,1.9008400486366677
FR,Paid Social,C1,M1,P1,1,2024-01-01,1955.867295652057,2.602250029809876,1.7896429647076515,751.6062151010736,41997.55090389511,26.32040781924895
FR,Paid Social,C1,M1,P2,1,2024-01-01,1507.8944058222971,2.7471060780224525,1.9373894356762165,548.9028683259944,28332.087406805138,19.22196365227348
FR,Paid Social,C1,M1,P3,1,2024-01-01,1028.9635667312061,2.083868179813706,2.1171470743317253,493.77574680524833,23322.694620122602,17.291473601533
FR,Paid Social,C1,M1,P4,1,2024-01-01,705.6748755870774,2.3982855159404166,1.6589210279569662,294.2413949034621,17736.913930486084,10.304004085599981
FR,Paid Social,C1,M1,P5,1,2024-01-01,529.4725215027465,2.610144934613751,2.0980340924304217,202.85177059759627,9668.65940498646,7.103641802998497
FR,Paid Social,C1,M2,P1,1,2024-01-01,972.2111681988323,2.282220637742674,2.1524000402570014,425.9935047999735,19791.55811338439,14.91781540574234
FR,Paid Social,C1,M2,P2,1,2024-01-01,818.7269120232005,2.3343308947060444,1.7341768074107091,350.73301470668343,20224.75523879028,12.2822773378918
FR,Paid Social,C1,M2,P3,1,2024-01-01,524.4867481815252,2.563176919748425,1.7205085507874873,204.6237012125575,11893.210360326311,7.16569282849051
FR,Paid Social,C1,M2,P4,1,2024-01-01,325.35705762775433,2.0737597842113153,2.0610611086547563,156.8923556647584,7612.212709557226,5.494194568712788
FR,Paid Social,C1,M2,P5,1,2024-01-01,305.6655114181702,2.2703947287473456,1.6123169199276821,134.6309994239708,8350.157327010465,4.714626806905072
FR,Paid Social,C1,M3,P1,1,2024-01-01,513.1722518654041,2.422779691464842,1.8939661266265788,211.81135605240848,11183.481746301051,7.417396450477504
FR,Paid Social,C1,M3,P2,1,2024-01-01,358.5456604912729,2.178939196956938,1.6134252736146573,164.5505579008402,10198.83353706164,5.762376233481022
FR,Paid Social,C1,M3,P3,1,2024-01-01,284.42840534727856,2.629965328791525,2.0843787622986474,108.14910836789397,5188.5535548552325,3.7872606430593794
FR,Paid Social,C1,M3,P4,1,2024-01-01,180.03513139344017,2.574388244217455,1.614616772053976,69.9331702581504,4331.2550364002145,2.4489812940676154
FR,Paid Social,C1,M3,P5,1,2024-01-01,160.10755959256028,2.7241569346942542,1.696332346198553,58.77325111246939,3464.7250135964846,2.058173425209495
FR,Paid Social,C2,M1,P1,1,2024-01-01,703.1854975325515,2.3922410562602967,1.7476788539411574,293.94424767202,16819.122518370692,10.293598322373471
FR,Paid Social,C2,M1,P2,1,2024-01-01,413.5481961045224,2.079893493492945,2.1982706788589286,198.83142930074519,9044.902031989708,6.962853953750259
FR,Paid Social,C2,M1,P3,1,2024-01-01,360.0709466063802,2.7024627672961152,1.852449548275251,133.23807860140866,7192.534810217197,4.665848279834445
FR,Paid Social,C2,M1,P4,1,2024-01-01,217.45574382965034,2.625676992122262,1.6433576700636374,82.81892421728801,5039.6164952989775,2.9002259650784783
FR,Paid Social,C2,M1,P5,1,2024-01-01,193.62152917662195,2.4083136207524283,1.7501628144854033,80.3971407661303,4593.694946590972,2.8154178211279826
FR,Paid Social,C2,M2,P1,1,2024-01-01,330.1579658443034,2.6272267080390534,1.8469414220375835,125.66786293472609,6804.106585908216,4.400747806177561
FR,Paid Social,C2,M2,P2,1,2024-01-01,232.37721310529656,2.6612681895154573,1.8521559482200778,87.31822445433654,4714.409957663088,3.0577864199563503
FR,Paid Social,C2,M2,P3,1,2024-01-01,202.10403286797907,2.5820608530251734,1.673303106586487,78.27237403455909,4677.716411716558,2.7410108700249953
FR,Paid Social,C2,M2,P4,1,2024-01-01,130.92161714291075,2.4284404827818133,1.6057022716079312,53.91180803942873,3357.522063255356,1.8879311338318405
FR,Paid Social,C2,M2,P5,1,2024-01-01,96.00441854338727,2.461474041099562,2.0892732480746714,39.002815768270814,1866.8125772544636,1.3658349232541556
FR,Paid Social,C2,M3,P1,1,2024-01-01,187.56925509616252,2.633293011982519,1.7451730826736764,71.22992171499664,4081.53909902561,2.494392077664992
FR,Paid Social,C2,M3,P2,1,2024-01-01,133.01126561282302,2.4666624772354506,1.6500546673885128,53.923577644030736,3267.987340648162,1.8883432922025034
FR,Paid Social,C2,M3,P3,1,2024-01-01,96.39191619780625,2.1548599693907238,1.834133989548242,44.732334150260634,2438.8803874289724,1.5664762396668677
FR,Paid Social,C2,M3,P4,1,2024-01-01,64.06661921253404,2.5186163176654777,1.859523563030111,25.437228673209667,1367.9433366124956,0.8907832572676858
FR,Paid Social,C2,M3,P5,1,2024-01-01,49.60272386002143,2.3990103125580364,1.9144574865920116,20.676327900871183,1080.0097701661575,0.7240618446486123
FR,Online Video,C1,M1,P1,1,2024-01-01,1653.0135916146119,1.757948235340114,1.542141170832496,940.3084564061694,60974.213917041176,32.928548954548816
FR,Online Video,C1,M1,P2,1,2024-01-01,982.5359660917582,1.600471924917782,1.5546622514335495,613.9039059633815,39487.92770888355,21.498227186177743
FR,Online Video,C1,M1,P3,1,2024-01-01,778.5461868287789,1.7412986567799482,1.4112213040884014,447.106637220111,31682.24827139539,15.657173655414471
FR,Online Video,C1,M1,P4,1,2024-01-01,554.258970527216,2.0041400187856193,1.5981452180378153,276.55700965597276,17304.873583110697,9.684716721559179
FR,Online Video,C1,M1,P5,1,2024-01-01,531.3760441877448,2.126992119808567,1.2356144029032374,249.82511182766845,20218.695350318976,8.748595600569184
FR,Online Video,C1,M2,P1,1,2024-01-01,939.1032383561306,2.098421541544341,1.3600563983842495,447.5284015932252,32905.13556091425,15.671943371365401
FR,Online Video,C1,M2,P2,1,2024-01-01,646.041150823455,1.6648644313531062,1.3619448204329845,388.0442987771622,28491.925146702833,13.588876715682717
FR,Online Video,C1,M2,P3,1,2024-01-01,496.9321563966687,1.642674987713703,1.519908703712693,302.5139848804209,19903.431314095877,10.59370092091115
FR,Online Video,C1,M2,P4,1,2024-01-01,297.623539610672,2.0569553871274033,1.5804497896177274,144.69129543266942,9155.070688304924,5.066927105134647
FR,Online Video,C1,M2,P5,1,2024-01-01,239.9313196419513,1.7709000232709842,1.5254503518506732,135.48552515052785,8881.67386019198,4.744551340740915
FR,Online Video,C1,M3,P1,1,2024-01-01,487.89538491581874,1.7630818314979728,1.249878507971443,276.7287236470962,22140.449802295414,9.69072995320074
FR,Online Video,C1,M3,P2,1,2024-01-01,357.19901625164385,1.601200180365059,1.46970852668819,223.08204847329316,15178.65919822766,7.812083475362085
FR,Online Video,C1,M3,P3,1,2024-01-01,226.11344123347502,1.6591234063843319,1.4293300165376113,136.28488415231024,9534.878759661455,4.772543997664422
FR,Online Video,C1,M3,P4,1,2024-01-01,139.8903398940342,1.681358228435412,1.472422511310533,83.20079417234551,5650.605959446549,2.9135986231926476
FR,Online Video,C1,M3,P5,1,2024-01-01,135.8659611215272,1.695616123737518,1.2054758003711172,80.1277831812829,6646.983967377428,2.8059852201995317
FR,Online Video,C2,M1,P1,1,2024-01-01,542.2789518772232,1.8671881615692194,1.3297809135646936,290.4254445473144,21840.097235926016,10.170373778167905
FR,Online Video,C2,M1,P2,1,2024-01-01,468.59505757811445,2.0884814888342924,1.2233353511305736,224.37118072790085,18340.938199860164,7.857227443030926
FR,Online Video,C2,M1,P3,1,2024-01-01,267.6134364676785,2.0873788692210686,1.3736421045524831,128.2054927419773,9333.252986136822,4.489612759765195
FR,Online Video,C2,M1,P4,1,2024-01-01,200.05759772921638,2.145993773009469,1.5415888952830288,93.22375500123766,6047.25133182295,3.2645914852425215
FR,Online Video,C2,M1,P5,1,2024-01-01,157.84980987416753,1.8661552231722003,1.324200803874131,84.58557354400838,6387.669702098178,2.9620920457715822
FR,Online Video,C2,M2,P1,1,2024-01-01,327.9526189007479,2.025226304767008,1.4763514580577644,161.93381358360205,10968.513811517241,5.670740778365541
FR,Online Video,C2,M2,P2,1,2024-01-01,203.2807102790913,1.8930004708722694,1.4823450568959613,107.38545151307979,7244.295180364113,3.760518235334649
FR,Online Video,C2,M2,P3,1,2024-01-01,133.96411963633724,1.6299055348807128,1.3132339516016727,82.191339785923,6258.697445773402,2.8782486612155544
FR,Online Video,C2,M2,P4,1,2024-01-01,94.95641007005223,1.6482588603817283,1.4137687804126764,57.61013172898146,4074.933081501854,2.017442287147047
FR,Online Video,C2,M2,P5,1,2024-01-01,83.34453241686924,1.7475654011296835,1.2645729629138989,47.69179589101078,3771.3755781332466,1.670113275094433
FR,Online Video,C2,M3,P1,1,2024-01-01,133.04693336692222,2.18897303717381,1.2315081742786893,60.78052635070349,4935.454560527253,2.1284659558117025
FR,Online Video,C2,M3,P2,1,2024-01-01,98.41384341928416,2.015150337566071,1.5568344213199907,48.83697339333496,3136.9407513438478,1.71021610857426
FR,Online Video,C2,M3,P3,1,2024-01-01,79.40795805600308,1.7608045491143924,1.2807634016306753,45.097542538688806,3521.1454731818817,1.5792654283794005
FR,Online Video,C2,M3,P4,1,2024-01-01,53.539167354414495,2.02375794673079,1.256793271103157,26.455321616353626,2104.9859371965226,0.926435731825583
FR,Online Video,C2,M3,P5,1,2024-01-01,41.66508318853988,1.9968076806289419,1.6352018114765077,20.865846817764883,1276.0410777018428,0.7306985848483109
FR,Display,C1,M1,P1,1,2024-01-01,1203.619112733332,1.2194805723932585,0.8166928646274695,986.9932658059505,120852.44142008791,34.563398690591654
FR,Display,C1,M1,P2,1,2024-01-01,947.0696280859455,1.3626694130887822,1.0045841656589585,695.0105572115318,69183.90523860573,24.338491269701635
FR,Display,C1,M1,P3,1,2024-01-01,667.4902464400154,1.5481775925310324,0.9124849189456481,431.1457869305365,47249.63426559574,15.098242555161281
FR,Display,C1,M1,P4,1,2024-01-01,390.0661538857066,1.2353353116753465,0.8520462137588709,315.75730912824287,37058.70691394237,11.057467302936542
FR,Display,C1,M1,P5,1,2024-01-01,314.151434309509,1.5979728525491423,0.8818584809740138,196.59372423527947,22293.11487917443,6.884492028690423
FR,Display,C1,M2,P1,1,2024-01-01,713.6855934450371,1.6188907333145512,1.0195087677147892,440.84852594333034,43241.26872704435,15.438021607874582
FR,Display,C1,M2,P2,1,2024-01-01,410.23193715334446,1.5838884805754505,1.0566423168517944,259.00304357558116,24511.893896817037,9.069996490674662
FR,Display,C1,M2,P3,1,2024-01-01,328.581095421806,1.2528199218454268,0.8806492091654636,262.2732043866289,29781.8020679504,9.184513859546774
FR,Display,C1,M2,P4,1,2024-01-01,277.01940276157364,1.4543280667658605,0.9041433961612909,190.47930731173352,21067.37804207263,6.670371996456517
FR,Display,C1,M2,P5,1,2024-01-01,204.40316893987864,1.5184019765245007,0.9228655969098984,134.6172964077279,14586.879916043823,4.7141469426242555
FR,Display,C1,M3,P1,1,2024-01-01,311.4323632187773,1.5995910404730793,1.0482338283222452,194.6949909938675,18573.622195105774,6.818000517244889
FR,Display,C1,M3,P2,1,2024-01-01,221.7553232570832,1.243099213184916,1.0249763754220333,178.38907860695124,17404.21368575443,6.246985728828239
FR,Display,C1,M3,P3,1,2024-01-01,164.4581534192465,1.5670967630471977,0.86282626287922,104.94447905020232,12162.874910646135,3.6750381136863046
FR,Display,C1,M3,P4,1,2024-01-01,130.07452871252562,1.3251073492509522,0.962856359989424,98.1615027537605,10194.823115136167,3.437505881030885
FR,Display,C1,M3,P5,1,2024-01-01,79.02647928591253,1.4665293235946613,1.0300217903683242,53.88673653807887,5231.611315602322,1.8870531579358052
FR,Display,C2,M1,P1,1,2024-01-01,358.7022172568919,1.523908069218264,0.943622512839977,235.38310774934038,24944.626113351063,8.242852793456107
FR,Display,C2,M1,P2,1,2024-01-01,263.69007965069665,1.549658617212188,0.9666498956118963,170.16010927946894,17603.07532767656,5.9588164398045995
FR,Display,C2,M1,P3,1,2024-01-01,197.3156169259415,1.3325991820494913,0.8637541765704806,148.0682410614097,17142.4052210447,5.185183958718437
FR,Display,C2,M1,P4,1,2024-01-01,132.48665844113341,1.4733194425269938,0.9978007856744973,89.92391915625319,9012.211700701966,3.1490349299193494
FR,Display,C2,M1,P5,1,2024-01-01,106.86199428254393,1.3293627933910488,0.8216230353318961,80.38587721411362,9783.790589761351,2.8150233841520556
FR,Display,C2,M2,P1,1,2024-01-01,216.8894152549485,1.6492425376280115,0.9085199731033436,131.5085018161641,14475.025944333871,4.60528043802087
FR,Display,C2,M2,P2,1,2024-01-01,189.34207661561217,1.566527523574058,0.9201208938610349,120.86737945313924,13136.032477857603,4.232640251415067
FR,Display,C2,M2,P3,1,2024-01-01,113.93184749568373,1.3862900623212155,0.9826338339394243,82.18471053952108,8363.7167478794,2.87801651243162
FR,Display,C2,M2,P4,1,2024-01-01,74.12197278703705,1.5956139835489063,1.084600919150165,46.453574330163285,4283.01078396299,1.6267521428987521
FR,Display,C2,M2,P5,1,2024-01-01,70.65104903974353,1.5296255017988045,0.865736671789468,46.188461787973274,5335.162907273206,1.61746819860952
FR,Display,C2,M3,P1,1,2024-01-01,116.88381153691523,1.6179361188274906,0.963247178186523,72.24253799440505,7499.896146118378,2.5298527655929863
FR,Display,C2,M3,P2,1,2024-01-01,81.07489096789287,1.277224812411116,1.0406721322914145,63.47738485822361,6099.652608017405,2.222906920139273
FR,Display,C2,M3,P3,1,2024-01-01,49.20012574619066,1.3326757522143935,0.9808868018768498,36.91830189334428,3763.7678295501587,1.292837582105811
FR,Display,C2,M3,P4,1,2024-01-01,32.39421343305149,1.242181504233589,1.021648503123206,26.078486374693146,2552.58890851115,0.9132393837354661
FR,Display,C2,M3,P5,1,2024-01-01,33.73219295143872,1.3430914642554208,0.8349361238892171,25.11533566341223,3008.054741531897,0.8795109245995815
DE,Paid Social,C1,M1,P1,1,2024-01-01,1214.2360399803474,2.285891460309904,2.101472356740216,531.187093115843,25276.90128362266,18.601577046898456
DE,Paid Social,C1,M1,P2,1,2024-01-01,716.7990455400617,2.474534404714065,1.7867794454832124,289.6702685460898,16211.864831910023,10.143928360436936
DE,Paid Social,C1,M1,P3,1,2024-01-01,640.1076186735081,2.353639953761437,1.862266178580753,271.96496968473406,14603.979431769556,9.523908625062742
DE,Paid Social,C1,M1,P4,1,2024-01-01,388.844541214566,2.5382517355827856,1.6509279449461884,153.19384431555872,9279.256843674786,5.364676843766932
